_open_time,Open,High,Low,Close,Volume
2023-01-01 00:00:00,1196.13,1196.32,1195.65,1196.32,334.5592
2023-01-01 00:05:00,1196.31,1196.69,1194.9,1195.38,682.3876
2023-01-01 00:10:00,1195.38,1195.81,1194.55,1194.55,228.9387
2023-01-01 00:15:00,1194.55,1195.98,1194.31,1195.98,601.8903
2023-01-01 00:20:00,1195.98,1196.37,1195.97,1196.06,144.8048
2023-01-01 00:25:00,1196.06,1196.7,1196.06,1196.61,394.9124
2023-01-01 00:30:00,1196.62,1196.62,1193.72,1194.36,497.8406
2023-01-01 00:35:00,1194.37,1194.43,1192.72,1194.22,1299.5971
2023-01-01 00:40:00,1194.22,1194.22,1193.02,1193.64,409.5032
2023-01-01 00:45:00,1193.64,1195.06,1193.63,1194.64,521.0221
2023-01-01 00:50:00,1194.65,1195.06,1194.19,1194.82,486.7733
2023-01-01 00:55:00,1194.82,1195.04,1194.09,1194.09,287.1547
2023-01-01 01:00:00,1194.09,1194.84,1193.84,1194.1,389.7127
2023-01-01 01:05:00,1194.11,1195.75,1194.1,1195.69,500.1684
2023-01-01 01:10:00,1195.7,1195.75,1195.38,1195.38,285.9199
2023-01-01 01:15:00,1195.38,1195.49,1195.23,1195.38,113.75
2023-01-01 01:20:00,1195.37,1195.61,1195.01,1195.6,248.5874
2023-01-01 01:25:00,1195.6,1195.61,1195.29,1195.45,171.7727
2023-01-01 01:30:00,1195.45,1195.47,1195.13,1195.14,212.3066
2023-01-01 01:35:00,1195.14,1195.58,1194.72,1194.73,363.2838
2023-01-01 01:40:00,1194.73,1195.32,1194.72,1194.92,239.9588
2023-01-01 01:45:00,1194.92,1195.54,1194.92,1195.53,112.1893
2023-01-01 01:50:00,1195.54,1195.7,1195.26,1195.35,209.0755
2023-01-01 01:55:00,1195.35,1196.37,1195.35,1196.02,310.4828
2023-01-01 02:00:00,1196.01,1196.02,1194.11,1194.21,1109.8181
2023-01-01 02:05:00,1194.21,1194.37,1194.2,1194.37,119.582
2023-01-01 02:10:00,1194.36,1195.44,1194.12,1195.22,466.104
2023-01-01 02:15:00,1195.21,1195.38,1195.02,1195.33,121.8827
2023-01-01 02:20:00,1195.33,1195.64,1195.18,1195.38,375.6097
2023-01-01 02:25:00,1195.38,1196.13,1195.38,1196.12,277.6175
2023-01-01 02:30:00,1196.13,1196.74,1196.05,1196.74,307.8162
2023-01-01 02:35:00,1196.74,1196.74,1195.9,1195.9,251.8358
2023-01-01 02:40:00,1195.9,1195.91,1195.27,1195.27,186.282
2023-01-01 02:45:00,1195.28,1195.71,1195.27,1195.66,175.9713
2023-01-01 02:50:00,1195.66,1195.72,1195.44,1195.45,168.7489
2023-01-01 02:55:00,1195.45,1195.45,1195.33,1195.4,190.7794
2023-01-01 03:00:00,1195.41,1195.41,1192.28,1193.09,2370.9138
2023-01-01 03:05:00,1193.09,1193.57,1192.85,1193.57,504.5429
2023-01-01 03:10:00,1193.57,1193.57,1193.13,1193.2,547.3963
2023-01-01 03:15:00,1193.19,1193.2,1191.71,1191.95,970.4698
2023-01-01 03:20:00,1191.95,1193.4,1191.94,1193.39,844.1259
2023-01-01 03:25:00,1193.4,1193.4,1193.23,1193.38,447.5458
2023-01-01 03:30:00,1193.39,1193.51,1193.17,1193.41,390.0136
2023-01-01 03:35:00,1193.4,1193.87,1193.31,1193.86,363.2534
2023-01-01 03:40:00,1193.87,1194.0,1193.82,1194.0,170.7127
2023-01-01 03:45:00,1194.0,1194.04,1193.81,1194.04,365.0858
2023-01-01 03:50:00,1194.03,1194.39,1193.75,1194.39,372.1328
2023-01-01 03:55:00,1194.38,1194.39,1193.95,1194.04,147.2279
2023-01-01 04:00:00,1194.05,1194.05,1193.45,1193.79,293.0878
2023-01-01 04:05:00,1193.79,1193.8,1192.79,1192.8,683.0045
2023-01-01 04:10:00,1192.79,1193.25,1192.63,1192.64,604.1469
2023-01-01 04:15:00,1192.63,1192.85,1192.24,1192.51,572.2462
2023-01-01 04:20:00,1192.51,1192.62,1190.57,1192.18,2255.5979
2023-01-01 04:25:00,1192.18,1192.8,1192.17,1192.18,224.3753
2023-01-01 04:30:00,1192.18,1192.25,1192.16,1192.25,96.6997
2023-01-01 04:35:00,1192.24,1192.93,1192.24,1192.87,429.6446
2023-01-01 04:40:00,1192.87,1192.87,1192.03,1192.04,216.2647
2023-01-01 04:45:00,1192.03,1192.27,1192.03,1192.26,166.4149
2023-01-01 04:50:00,1192.27,1192.87,1192.19,1192.44,470.1077
2023-01-01 04:55:00,1192.45,1192.93,1191.98,1192.92,397.6589
2023-01-01 05:00:00,1192.92,1193.35,1192.71,1193.35,205.5746
2023-01-01 05:05:00,1193.35,1193.53,1193.14,1193.15,178.1999
2023-01-01 05:10:00,1193.15,1193.34,1192.98,1193.29,230.8151
2023-01-01 05:15:00,1193.29,1193.72,1193.24,1193.25,258.0977
2023-01-01 05:20:00,1193.24,1193.57,1193.13,1193.57,126.963
2023-01-01 05:25:00,1193.56,1194.26,1193.56,1194.18,254.8268
2023-01-01 05:30:00,1194.19,1194.26,1193.82,1193.96,146.0431
2023-01-01 05:35:00,1193.97,1193.98,1193.52,1193.61,178.3183
2023-01-01 05:40:00,1193.62,1194.1,1193.61,1194.1,217.16
2023-01-01 05:45:00,1194.09,1194.35,1194.09,1194.34,68.4592
2023-01-01 05:50:00,1194.35,1194.39,1194.25,1194.27,149.7918
2023-01-01 05:55:00,1194.28,1194.67,1194.27,1194.54,302.0953
2023-01-01 06:00:00,1194.55,1195.1,1194.54,1195.09,439.0142
2023-01-01 06:05:00,1195.1,1195.23,1194.81,1195.0,343.8118
2023-01-01 06:10:00,1195.01,1195.01,1193.97,1194.09,593.1846
2023-01-01 06:15:00,1194.09,1194.92,1194.09,1194.89,469.9407
2023-01-01 06:20:00,1194.88,1194.89,1194.21,1194.32,391.0675
2023-01-01 06:25:00,1194.32,1194.76,1194.32,1194.6,207.8654
2023-01-01 06:30:00,1194.59,1194.6,1193.81,1193.94,231.7334
2023-01-01 06:35:00,1193.95,1194.11,1193.9,1193.95,170.0569
2023-01-01 06:40:00,1193.96,1194.39,1193.95,1194.37,240.9917
2023-01-01 06:45:00,1194.36,1194.45,1194.14,1194.45,236.1867
2023-01-01 06:50:00,1194.45,1194.45,1194.11,1194.37,351.6048
2023-01-01 06:55:00,1194.37,1194.82,1194.28,1194.81,426.638
2023-01-01 07:00:00,1194.81,1195.18,1194.4,1194.41,589.9404
2023-01-01 07:05:00,1194.41,1194.92,1193.91,1194.72,714.4373
2023-01-01 07:10:00,1194.72,1194.72,1193.63,1194.37,370.8057
2023-01-01 07:15:00,1194.36,1194.37,1193.04,1193.66,478.2069
2023-01-01 07:20:00,1193.67,1193.67,1193.22,1193.32,411.2576
