_open_time,Open,High,Low,Close,Volume
2024-01-01 00:00:00,2281.87,2287.84,2281.27,2287.84,910.5701
2024-01-01 00:05:00,2287.83,2291.83,2287.06,2290.77,1652.929
2024-01-01 00:10:00,2290.77,2296.97,2290.76,2296.71,1829.5259
2024-01-01 00:15:00,2296.71,2297.0,2292.36,2292.36,890.8524
2024-01-01 00:20:00,2292.37,2295.87,2292.3,2294.67,763.7046
2024-01-01 00:25:00,2294.68,2295.91,2289.0,2291.05,1035.9491
2024-01-01 00:30:00,2291.05,2291.06,2288.55,2289.78,1023.4098
2024-01-01 00:35:00,2289.78,2293.96,2289.2,2293.95,605.1922
2024-01-01 00:40:00,2293.95,2294.78,2290.93,2293.22,573.3427
2024-01-01 00:45:00,2293.23,2293.68,2292.24,2292.24,393.7231
2024-01-01 00:50:00,2292.24,2295.17,2292.24,2295.16,482.6335
2024-01-01 00:55:00,2295.17,2297.18,2294.93,2295.51,610.0859
2024-01-01 01:00:00,2295.52,2295.52,2292.9,2293.72,592.2942
2024-01-01 01:05:00,2293.71,2294.83,2293.48,2294.48,267.8448
2024-01-01 01:10:00,2294.47,2297.4,2293.74,2296.59,552.0663
2024-01-01 01:15:00,2296.59,2299.13,2296.59,2298.67,736.8683
2024-01-01 01:20:00,2298.67,2299.2,2297.68,2297.74,374.2489
2024-01-01 01:25:00,2297.75,2300.32,2297.74,2299.11,557.956
2024-01-01 01:30:00,2299.12,2302.0,2299.11,2300.69,702.0939
2024-01-01 01:35:00,2300.68,2306.45,2300.68,2304.19,1921.8619
2024-01-01 01:40:00,2304.19,2304.7,2302.29,2303.27,583.2079
2024-01-01 01:45:00,2303.26,2306.6,2303.26,2305.48,726.3183
2024-01-01 01:50:00,2305.49,2305.63,2304.96,2304.97,951.5531
2024-01-01 01:55:00,2304.97,2304.97,2303.52,2303.72,447.1124
2024-01-01 02:00:00,2303.72,2304.72,2297.82,2298.23,725.4135
2024-01-01 02:05:00,2298.23,2299.6,2298.09,2298.29,486.707
2024-01-01 02:10:00,2298.29,2299.4,2298.06,2299.02,611.6212
2024-01-01 02:15:00,2299.02,2299.02,2295.58,2297.29,602.416
2024-01-01 02:20:00,2297.3,2298.7,2296.36,2296.36,401.4586
2024-01-01 02:25:00,2296.37,2296.82,2296.34,2296.74,159.1258
2024-01-01 02:30:00,2296.73,2298.12,2296.27,2298.11,424.351
2024-01-01 02:35:00,2298.11,2299.46,2297.13,2298.12,682.8955
2024-01-01 02:40:00,2298.13,2298.13,2294.54,2294.54,296.3998
2024-01-01 02:45:00,2294.55,2295.21,2291.64,2291.7,592.2244
2024-01-01 02:50:00,2291.7,2295.33,2291.2,2294.51,541.7608
2024-01-01 02:55:00,2294.5,2294.51,2293.01,2293.02,283.8797
2024-01-01 03:00:00,2293.03,2294.27,2292.24,2292.44,446.954
2024-01-01 03:05:00,2292.45,2294.5,2290.64,2290.64,810.347
2024-01-01 03:10:00,2290.65,2291.53,2289.0,2289.04,1257.9105
2024-01-01 03:15:00,2289.04,2289.05,2284.64,2285.06,804.3147
2024-01-01 03:20:00,2285.05,2286.63,2282.55,2282.95,825.617
2024-01-01 03:25:00,2282.95,2283.94,2281.0,2282.37,623.0457
2024-01-01 03:30:00,2282.37,2283.8,2280.36,2280.85,652.4886
2024-01-01 03:35:00,2280.85,2283.54,2280.2,2280.21,856.0588
2024-01-01 03:40:00,2280.2,2280.21,2273.24,2276.29,1776.342
2024-01-01 03:45:00,2276.29,2277.58,2271.0,2277.46,1286.1119
2024-01-01 03:50:00,2277.46,2277.56,2271.63,2272.9,692.7008
2024-01-01 03:55:00,2272.9,2276.33,2271.75,2273.81,713.845
2024-01-01 04:00:00,2273.8,2277.69,2272.2,2277.49,774.6027
2024-01-01 04:05:00,2277.48,2278.8,2277.48,2277.5,434.6587
2024-01-01 04:10:00,2277.49,2277.95,2271.77,2274.08,1121.1768
2024-01-01 04:15:00,2274.09,2274.53,2270.0,2270.13,845.0863
2024-01-01 04:20:00,2270.13,2273.48,2265.24,2272.88,1676.9815
2024-01-01 04:25:00,2272.88,2272.88,2270.38,2271.62,808.2576
2024-01-01 04:30:00,2271.62,2274.5,2271.34,2274.24,571.519
2024-01-01 04:35:00,2274.23,2275.39,2273.6,2275.0,561.9729
2024-01-01 04:40:00,2274.99,2276.11,2272.79,2274.41,590.2198
2024-01-01 04:45:00,2274.4,2276.36,2272.56,2276.27,439.6939
2024-01-01 04:50:00,2276.28,2277.83,2275.24,2277.83,1139.3556
2024-01-01 04:55:00,2277.83,2279.86,2277.34,2279.55,718.0514
2024-01-01 05:00:00,2279.54,2282.19,2276.29,2276.47,1506.2197
2024-01-01 05:05:00,2276.47,2279.87,2276.46,2279.78,388.6799
2024-01-01 05:10:00,2279.79,2283.19,2279.78,2283.19,514.9421
2024-01-01 05:15:00,2283.19,2283.36,2280.74,2281.93,569.8652
2024-01-01 05:20:00,2281.92,2282.23,2279.81,2279.81,543.4608
2024-01-01 05:25:00,2279.82,2279.82,2277.05,2278.55,396.0248
2024-01-01 05:30:00,2278.54,2280.32,2278.2,2278.91,623.2025
2024-01-01 05:35:00,2278.92,2278.94,2276.26,2278.15,317.1937
2024-01-01 05:40:00,2278.16,2279.69,2277.8,2279.3,383.9476
2024-01-01 05:45:00,2279.3,2279.31,2275.4,2275.76,431.4251
2024-01-01 05:50:00,2275.75,2276.1,2274.32,2274.74,461.0798
2024-01-01 05:55:00,2274.74,2275.89,2272.62,2275.89,569.0753
2024-01-01 06:00:00,2275.89,2277.03,2274.16,2277.02,617.5396
2024-01-01 06:05:00,2277.02,2278.43,2276.79,2277.79,659.633
2024-01-01 06:10:00,2277.79,2277.8,2274.99,2274.99,542.8
2024-01-01 06:15:00,2274.99,2280.45,2274.28,2279.4,603.2402
2024-01-01 06:20:00,2279.4,2279.4,2274.87,2274.89,1091.3399
2024-01-01 06:25:00,2274.89,2276.34,2274.6,2276.14,307.0008
2024-01-01 06:30:00,2276.14,2278.24,2275.41,2277.74,421.3815
2024-01-01 06:35:00,2277.73,2279.99,2277.73,2279.72,495.5384
2024-01-01 06:40:00,2279.71,2282.34,2279.71,2280.97,354.3764
2024-01-01 06:45:00,2280.96,2281.8,2280.69,2281.55,329.8075
2024-01-01 06:50:00,2281.56,2283.29,2281.33,2283.08,284.9881
2024-01-01 06:55:00,2283.08,2283.31,2281.9,2281.9,348.9865
2024-01-01 07:00:00,2281.9,2286.07,2281.51,2284.95,458.742
2024-01-01 07:05:00,2284.96,2286.42,2284.35,2284.99,536.1462
2024-01-01 07:10:00,2284.99,2284.99,2284.19,2284.19,444.5543
2024-01-01 07:15:00,2284.19,2284.76,2282.42,2283.9,521.0141
2024-01-01 07:20:00,2283.9,2285.89,2282.98,2283.64,553.8356
2024-01-01 07:25:00,2283.65,2285.91,2282.99,2285.9,553.1736
2024-01-01 07:30:00,2285.91,2286.89,2285.43,2286.89,446.977
2024-01-01 07:35:00,2286.88,2287.88,2286.11,2286.11,303.0796
2024-01-01 07:40:00,2286.11,2286.12,2283.6,2283.61,270.9139
