_open_time,Open,High,Low,Close,Volume
2025-10-01 00:00:00,114048.94,114222.95,114048.93,114211.4,52.59571
2025-10-01 00:05:00,114211.41,114308.0,114186.42,114237.08,32.12633
2025-10-01 00:10:00,114237.09,114237.09,114146.94,114156.18,33.22493
2025-10-01 00:15:00,114156.17,114177.67,114105.1,114145.43,26.09508
2025-10-01 00:20:00,114145.44,114177.93,113966.92,113992.78,56.53215
2025-10-01 00:25:00,113992.78,114046.74,113966.67,114021.86,37.58035
2025-10-01 00:30:00,114021.85,114227.99,113983.38,114210.01,47.55377
2025-10-01 00:35:00,114210.02,114231.26,114080.92,114095.97,32.85631
2025-10-01 00:40:00,114095.98,114095.98,113969.18,113969.19,18.95768
2025-10-01 00:45:00,113969.19,114045.85,113969.18,114036.47,22.40928
2025-10-01 00:50:00,114036.48,114225.0,114036.47,114225.0,37.48309
2025-10-01 00:55:00,114225.0,114255.0,114187.45,114239.53,37.17548
2025-10-01 01:00:00,114239.53,114244.78,114142.99,114235.75,24.82128
2025-10-01 01:05:00,114235.75,114328.75,114235.75,114295.01,29.73431
2025-10-01 01:10:00,114295.01,114398.97,114295.01,114348.16,94.58716
2025-10-01 01:15:00,114348.16,114429.76,114230.0,114263.97,78.41783
2025-10-01 01:20:00,114263.97,114301.87,114207.47,114301.87,36.26528
2025-10-01 01:25:00,114301.86,114384.32,114275.4,114367.72,33.35708
2025-10-01 01:30:00,114367.72,114367.72,114223.43,114232.63,33.17598
2025-10-01 01:35:00,114232.63,114395.4,114232.63,114395.4,38.36364
2025-10-01 01:40:00,114395.53,114492.22,114395.53,114413.36,89.14656
2025-10-01 01:45:00,114413.36,114434.12,114387.71,114417.48,27.29846
2025-10-01 01:50:00,114417.48,114500.0,114360.27,114499.99,62.83389
2025-10-01 01:55:00,114500.0,114550.0,114500.0,114549.99,49.25213
2025-10-01 02:00:00,114549.99,114551.76,114425.22,114519.39,56.04645
2025-10-01 02:05:00,114519.4,114543.99,114452.36,114479.24,14.9379
2025-10-01 02:10:00,114479.25,114529.62,114440.45,114481.09,13.21341
2025-10-01 02:15:00,114481.09,114498.98,114425.22,114449.75,33.22741
2025-10-01 02:20:00,114449.75,114458.09,114445.99,114458.08,12.41079
2025-10-01 02:25:00,114458.08,114459.98,114427.85,114427.88,25.73805
2025-10-01 02:30:00,114427.89,114427.89,114307.69,114417.25,31.67915
2025-10-01 02:35:00,114417.26,114445.99,114414.31,114433.68,44.26602
2025-10-01 02:40:00,114433.69,114433.69,114324.66,114324.66,85.09882
2025-10-01 02:45:00,114324.66,114390.95,114313.2,114372.92,64.58712
2025-10-01 02:50:00,114372.92,114377.38,114294.96,114351.92,58.14989
2025-10-01 02:55:00,114351.93,114370.5,114272.15,114272.15,69.06921
2025-10-01 03:00:00,114272.16,114279.99,114195.42,114239.49,36.14307
2025-10-01 03:05:00,114239.5,114355.69,114239.49,114355.68,41.30074
2025-10-01 03:10:00,114355.68,114434.01,114335.48,114434.0,30.62611
2025-10-01 03:15:00,114434.01,114472.2,114400.15,114460.62,46.74081
2025-10-01 03:20:00,114460.62,114499.21,114340.22,114458.54,56.00059
2025-10-01 03:25:00,114458.54,114525.96,114396.0,114471.16,56.50439
2025-10-01 03:30:00,114471.16,114503.23,114463.13,114503.23,57.77338
2025-10-01 03:35:00,114503.23,114530.48,114430.43,114430.43,24.27198
2025-10-01 03:40:00,114430.44,114430.44,114319.01,114319.02,24.28977
2025-10-01 03:45:00,114319.01,114319.02,114143.29,114143.3,49.87291
2025-10-01 03:50:00,114143.29,114228.85,114096.58,114169.76,56.93653
2025-10-01 03:55:00,114169.77,114240.66,114158.35,114176.92,21.8429
2025-10-01 04:00:00,114176.93,114360.24,114151.0,114294.26,39.04929
2025-10-01 04:05:00,114294.25,114439.8,114294.25,114350.4,34.44936
2025-10-01 04:10:00,114350.41,114360.0,114321.16,114336.86,14.4266
2025-10-01 04:15:00,114336.86,114508.24,114336.86,114508.23,36.86031
2025-10-01 04:20:00,114508.24,114508.24,114393.46,114445.97,48.21207
2025-10-01 04:25:00,114445.97,114587.51,114445.97,114587.5,43.79014
2025-10-01 04:30:00,114587.51,114700.0,114514.49,114514.5,82.6134
2025-10-01 04:35:00,114514.49,114694.8,114500.0,114539.73,71.69368
2025-10-01 04:40:00,114539.73,114603.85,114531.89,114550.94,40.45296
2025-10-01 04:45:00,114550.94,114589.0,114514.0,114578.39,30.96849
2025-10-01 04:50:00,114578.39,114578.4,114334.66,114345.46,115.28793
2025-10-01 04:55:00,114345.46,114356.0,114262.0,114289.01,40.08905
2025-10-01 05:00:00,114289.02,114358.24,114265.63,114309.03,47.65091
2025-10-01 05:05:00,114309.02,114603.85,114309.02,114588.24,149.44767
2025-10-01 05:10:00,114588.25,114740.0,114551.76,114606.03,75.36987
2025-10-01 05:15:00,114606.03,114712.24,114596.92,114712.23,32.57213
2025-10-01 05:20:00,114712.23,114712.24,114557.27,114557.27,64.06309
2025-10-01 05:25:00,114557.28,114619.04,114524.9,114612.99,38.23006
2025-10-01 05:30:00,114613.0,114631.79,114536.09,114623.52,22.0846
2025-10-01 05:35:00,114623.53,114630.97,114571.04,114597.0,16.27333
2025-10-01 05:40:00,114597.0,114617.29,114559.74,114569.24,20.76578
2025-10-01 05:45:00,114569.25,114640.0,114559.6,114638.42,28.66157
2025-10-01 05:50:00,114638.43,114638.43,114591.42,114612.79,31.17331
2025-10-01 05:55:00,114612.8,114612.8,114518.0,114569.84,33.46287
2025-10-01 06:00:00,114569.84,114581.31,114480.21,114503.46,32.97165
2025-10-01 06:05:00,114503.46,114578.56,114471.48,114514.91,43.34097
2025-10-01 06:10:00,114514.91,114558.78,114500.0,114558.77,13.31122
2025-10-01 06:15:00,114558.78,114624.3,114474.2,114474.21,57.53635
2025-10-01 06:20:00,114474.21,114474.21,114307.69,114431.43,36.69396
2025-10-01 06:25:00,114431.43,114445.99,114360.0,114388.46,33.95306
2025-10-01 06:30:00,114388.47,114420.0,114314.87,114372.89,30.13693
2025-10-01 06:35:00,114372.89,114439.45,114362.74,114439.45,22.02175
2025-10-01 06:40:00,114439.43,114540.01,114439.43,114512.88,22.40101
2025-10-01 06:45:00,114512.89,114512.89,114290.0,114348.26,42.51291
2025-10-01 06:50:00,114348.26,114348.27,114246.43,114252.36,32.69236
2025-10-01 06:55:00,114252.36,114295.4,114224.88,114256.81,24.95064
2025-10-01 07:00:00,114256.82,114403.79,114236.59,114386.63,25.90767
2025-10-01 07:05:00,114386.64,114434.52,114325.66,114340.22,26.23465
2025-10-01 07:10:00,114340.23,114390.31,114327.69,114360.06,17.75761
