_open_time,Open,High,Low,Close,Volume
2023-10-01,26962.57,28065.51,26954.09,27992.57,24602.81468
2023-10-02,27992.58,28580.0,27281.44,27494.51,57071.14241
2023-10-03,27494.51,27676.52,27160.5,27426.46,28928.96555
2023-10-04,27426.45,27839.72,27202.0,27778.57,29816.142
2023-10-05,27778.57,28120.39,27352.0,27410.39,30681.49619
2023-10-06,27410.39,28295.0,27175.94,27931.09,37983.24277
2023-10-07,27931.1,28029.67,27842.08,27956.67,13348.83825
2023-10-08,27956.67,28095.14,27687.5,27917.05,19693.56921
2023-10-09,27917.06,27987.93,27260.0,27590.12,31534.74639
2023-10-10,27590.12,27735.0,27298.0,27390.12,22776.84383
2023-10-11,27390.12,27477.39,26538.66,26875.52,37349.44706
2023-10-12,26875.52,26947.04,26555.0,26759.63,23428.64112
2023-10-13,26759.63,27130.0,26685.0,26862.0,24115.76499
2023-10-14,26862.0,26989.58,26789.0,26852.48,10417.25576
2023-10-15,26852.48,27293.33,26808.25,27154.15,15274.6917
2023-10-16,27154.14,30000.0,27112.66,28500.78,78399.22445
2023-10-17,28500.77,28613.65,28069.32,28395.91,38428.44532
2023-10-18,28395.91,28982.36,28142.87,28320.0,32162.47591
2023-10-19,28320.0,28916.89,28100.66,28713.71,35895.50179
2023-10-20,28713.71,30207.55,28578.29,29669.04,59422.0992
2023-10-21,29669.05,30379.99,29464.77,29909.8,27517.51897
2023-10-22,29909.8,30248.0,29640.0,29992.46,22852.54563
2023-10-23,29992.46,34741.91,29883.6,33069.99,93513.64246
2023-10-24,33069.99,35280.0,32832.34,33922.73,115265.02418
2023-10-25,33922.73,35132.85,33679.05,34496.05,54887.02529
2023-10-26,34496.05,34824.13,33751.0,34151.66,39744.66255
2023-10-27,34151.66,34245.0,33390.95,33892.02,32330.40106
2023-10-28,33892.01,34493.33,33860.0,34081.0,16880.13144
2023-10-29,34081.01,34750.11,33930.0,34525.89,20685.52176
2023-10-30,34525.88,34856.0,34062.84,34474.73,33657.95976
2023-10-31,34474.74,34720.49,34025.0,34639.77,32737.89822
